Name,timestamp,Type,year,Total_amt_of_sale,maximum_sale_category,avg_discount,no_of_customers_visited,no_of_products_sold,duration_days,platform,campaign_budget,conversion_rate,returning_customers_percent,click_through_rate,impressions,payment_mode_used,avg_session_time,customer_rating_avg,top_selling_product
Flipkart Monsoon Sale in 2020! 499,2020-06-04 9:56:25,Monsoon Sale,2020,2633016.33,Books,21.44,37923,9463,2,Facebook,2086000,4.85,32.01,3.86,335136,Wallet,9.13,3.94,Books
Flipkart Clearance Sale in 2023! 500,2023-10-06 18:29:02,Clearance Sale,2023,8677807.99,Home,9.67,18736,507,6,Twitter,3813000,3.49,57.2,2.39,539937,Debit Card,14.99,3.15,Washing Machine
Flipkart Summer Sale in 2020! 501,2020-11-05 8:04:51,Summer Sale,2020,964628.48,Beauty,65.54,28927,9819,6,Instagram,3917000,3.89,13.99,3.17,808406,UPI,4.12,3.96,Perfume
Flipkart Winter Sale in 2025! 502,2025-12-03 6:32:50,Winter Sale,2025,9714963.02,Beauty,53.05,34957,5285,2,Email,9678000,1.95,54.71,0.71,354521,Wallet,6.41,5,Shoes
Flipkart Summer Sale in 2022! 503,2022-01-23 15:59:37,Summer Sale,2022,6542309.02,Sports,31.17,43748,9822,6,Flipkart App,5335000,4.54,65.98,3.17,186725,Cash on Delivery,3.04,4.05,Laptop
Flipkart Flash Sale in 2023! 504,2023-02-16 7:22:35,Flash Sale,2023,4114936.15,Electronics,62.49,41173,4741,4,Facebook,2113000,3.95,54.04,1.84,399587,Debit Card,12.63,3.19,Perfume
Flipkart Monsoon Sale in 2023! 505,2023-08-10 2:05:47,Monsoon Sale,2023,4298839.83,Sports,40.74,11163,2127,2,Facebook,2896000,0.15,23.94,2.64,133484,Debit Card,1.32,4.74,Washing Machine
Flipkart GOAT Sale in 2023! 506,2023-03-22 0:59:59,GOAT Sale,2023,6167029.55,Home,51.46,37720,3405,1,Flipkart App,2209000,2.08,71.04,1.56,236049,UPI,8.82,4.72,Headphones
Flipkart Big Billion Days Sale in 2020! 507,2020-04-23 21:44:44,Big Billion Days Sale,2020,8467312.02,Toys,7.79,33426,3368,6,Twitter,7263000,3.43,59.11,4.31,939750,Wallet,7.04,3.61,Headphones
Flipkart Big Billion Days Sale in 2024! 508,2024-10-18 6:00:55,Big Billion Days Sale,2024,6884724.69,Sports,38.36,12050,810,5,Twitter,4520000,0.55,51.61,4.45,887096,Cash on Delivery,10.43,3.33,Laptop
Flipkart Summer Sale in 2021! 509,2021-12-09 3:43:00,Summer Sale,2021,2055218.21,Electronics,32.05,6883,8661,2,Twitter,1528000,0.91,59.27,3.63,808224,Debit Card,12.55,2.77,Shoes
Flipkart Deal of the Day in 2023! 510,2023-01-15 22:11:40,Deal of the Day,2023,759008.39,Fashion,47.86,35288,9997,5,Instagram,5342000,3.13,70.97,1.25,241755,Debit Card,13.32,3.08,Toys
Flipkart Clearance Sale in 2024! 511,2024-08-09 5:05:48,Clearance Sale,2024,6587994.65,Electronics,22.31,46583,363,6,Instagram,931000,0.54,24.42,1.19,772300,Wallet,10.65,4.69,Laptop
Flipkart Deal of the Day in 2023! 512,2023-02-04 17:28:11,Deal of the Day,2023,2929324.37,Groceries,5.5,23353,7733,1,Facebook,2983000,1.45,15.72,1.76,980906,Credit Card,12.25,3.5,Washing Machine
Flipkart Monsoon Sale in 2020! 513,2020-07-25 16:49:30,Monsoon Sale,2020,8575491.51,Electronics,16.7,16339,1568,7,Facebook,7178000,4.62,15.57,0.76,967578,Debit Card,4.5,4.97,Shoes
Flipkart Big Billion Days Sale in 2025! 514,2025-01-06 20:49:42,Big Billion Days Sale,2025,888672,Books,58.03,25865,8865,6,Instagram,4799000,1.48,38.89,3.14,43376,Credit Card,5.97,4.02,Perfume
Flipkart No Cost EMI Sale in 2020! 515,2020-07-18 16:05:10,No Cost EMI Sale,2020,9068958.93,Beauty,63.51,39886,8947,2,Twitter,7208000,4.92,42.88,2.15,60543,UPI,12.36,3.16,Laptop
Flipkart Clearance Sale in 2023! 516,2023-04-17 0:32:20,Clearance Sale,2023,5264651.3,Sports,26.77,10263,1167,2,Flipkart App,3634000,2.57,56.47,3.54,669535,UPI,8.7,4.2,Washing Machine
Flipkart Winter Sale in 2022! 517,2022-08-02 22:22:00,Winter Sale,2022,5978783.8,Electronics,31,17435,4002,3,Facebook,4756000,2.71,15.37,2.51,435658,Debit Card,13.4,2.59,Washing Machine
Flipkart Summer Sale in 2020! 518,2020-08-12 20:35:54,Summer Sale,2020,849783.38,Books,14.56,9926,1996,4,Twitter,8007000,1.78,28.97,0.85,453263,Cash on Delivery,2.43,3.6,Headphones
Flipkart No Cost EMI Sale in 2020! 519,2020-07-26 18:37:08,No Cost EMI Sale,2020,8100706.51,Home,5.48,27317,5711,6,Facebook,1469000,1.89,63.46,4.42,51557,Wallet,9.38,3.85,Smartphone
Flipkart GOAT Sale in 2021! 520,2021-07-22 11:10:55,GOAT Sale,2021,6814810.42,Groceries,39.7,41606,9014,7,Instagram,5496000,1.66,78.95,2.17,455951,Credit Card,8.06,4.6,Smartphone
Flipkart Summer Sale in 2020! 521,2020-10-13 22:38:26,Summer Sale,2020,8880184.64,Home,59.09,4226,4879,1,Instagram,685000,3.71,10.48,3.27,301186,Wallet,9.21,2.54,Toys
Flipkart Deal of the Day in 2020! 522,2020-09-01 12:39:50,Deal of the Day,2020,1976201.23,Toys,49.66,35095,5535,4,Flipkart App,9466000,0.76,26.73,4.27,51333,Cash on Delivery,2.71,3.69,Smartphone
Flipkart Flash Sale in 2025! 523,2025-07-13 10:59:56,Flash Sale,2025,1825728.08,Electronics,63.3,41113,7781,5,Flipkart App,7250000,3.87,14.2,4.98,36854,Debit Card,2.7,4.38,Washing Machine
Flipkart Clearance Sale in 2024! 524,2024-11-08 12:14:13,Clearance Sale,2024,6099318,Electronics,44.46,44625,3017,4,Instagram,2438000,2.17,70.56,4.4,213185,Credit Card,6.29,4.09,Washing Machine
Flipkart No Cost EMI Sale in 2025! 525,2025-12-09 6:06:52,No Cost EMI Sale,2025,4196715.89,Books,36.26,16012,5938,3,Twitter,2953000,2.46,39.72,3.46,338332,Wallet,10.18,4.75,Shoes
Flipkart Summer Sale in 2020! 526,2020-10-30 21:23:53,Summer Sale,2020,2274766.22,Fashion,59.97,30354,808,5,Flipkart App,5639000,0.11,72.46,2.67,613319,Wallet,9.15,4.62,Books
Flipkart GOAT Sale in 2023! 527,2023-10-31 2:09:15,GOAT Sale,2023,811789.12,Toys,56.05,17561,8625,6,Facebook,2030000,1.15,72.03,1.98,23452,Cash on Delivery,4.5,3.92,Shoes
Flipkart GOAT Sale in 2021! 528,2021-02-21 6:51:24,GOAT Sale,2021,9133772.8,Beauty,61.21,31326,4620,2,Email,7919000,3.17,40.85,3.2,255079,UPI,7.62,4,Headphones
Flipkart Big Billion Days Sale in 2020! 529,2020-03-03 11:29:48,Big Billion Days Sale,2020,898552.04,Groceries,42.7,41750,6085,2,Email,3614000,2.21,34.14,2.12,964370,UPI,8.4,4.76,Washing Machine
Flipkart Clearance Sale in 2025! 530,2025-07-08 23:41:20,Clearance Sale,2025,7509706.99,Home,6.14,11222,8779,1,Flipkart App,2213000,4.6,12.48,1.79,874036,Cash on Delivery,6.87,4.61,Shoes
Flipkart Festive Sale in 2025! 531,2025-12-19 6:47:02,Festive Sale,2025,545477.4,Electronics,46.73,13986,1857,5,Facebook,7538000,3.42,63.76,4.72,829585,Cash on Delivery,8.4,4.04,Headphones
Flipkart No Cost EMI Sale in 2023! 532,2023-03-13 14:23:20,No Cost EMI Sale,2023,1623533.72,Books,68.89,15878,8890,5,Facebook,8001000,3.3,53.38,1.71,529352,Debit Card,7.29,4.75,Toys
Flipkart Festive Sale in 2024! 533,2024-11-28 15:52:36,Festive Sale,2024,1890444.49,Fashion,9.19,33448,6188,5,Instagram,2990000,4.06,31.76,3.42,849086,Debit Card,14.92,2.76,Smartphone
Flipkart Monsoon Sale in 2023! 534,2023-09-18 0:20:27,Monsoon Sale,2023,4624039.12,Groceries,65.17,7782,2885,2,Facebook,9961000,3.83,48.81,3.42,791784,Wallet,12.82,3.07,Laptop
Flipkart GOAT Sale in 2020! 535,2020-02-27 10:25:18,GOAT Sale,2020,9487096.97,Books,38.16,8699,3782,1,Email,9014000,3.68,71.19,3.17,98828,UPI,6.53,2.56,Toys
Flipkart Festive Sale in 2021! 536,2021-08-11 11:41:36,Festive Sale,2021,7836118.09,Books,55.65,4827,3820,2,Instagram,8351000,1.53,59.69,3.5,577579,Credit Card,1.6,3.34,Toys
Flipkart No Cost EMI Sale in 2022! 537,2022-09-08 22:11:38,No Cost EMI Sale,2022,3730872.52,Fashion,43.02,46788,4341,5,Instagram,5307000,2.56,69.56,4.13,824239,Debit Card,1.36,3.45,Laptop
Flipkart Monsoon Sale in 2023! 538,2023-12-12 12:08:52,Monsoon Sale,2023,9985168.54,Beauty,30.87,40962,3743,6,Email,9772000,2.41,66.04,3.85,604813,Debit Card,3.79,4.89,Toys
Flipkart Deal of the Day in 2021! 539,2021-11-28 2:39:10,Deal of the Day,2021,2326684.65,Fashion,56.85,4966,5787,7,Twitter,7539000,3.7,74.44,4.68,509961,Wallet,10.02,3.02,Shoes
Flipkart Deal of the Day in 2025! 540,2025-08-12 4:39:49,Deal of the Day,2025,6999899.34,Groceries,9.43,20918,3778,7,Flipkart App,3757000,4.38,32.62,3.1,397797,UPI,10.62,3.85,Perfume
Flipkart Festive Sale in 2024! 541,2024-07-20 11:47:51,Festive Sale,2024,4333092.63,Groceries,55.14,10651,1127,2,Instagram,7218000,1.16,24.45,1.41,26538,Cash on Delivery,8.25,4.8,Washing Machine
Flipkart No Cost EMI Sale in 2022! 542,2022-12-17 10:47:51,No Cost EMI Sale,2022,7282155.01,Beauty,8.26,22228,1328,1,Facebook,9600000,3.07,77.25,0.99,400063,Cash on Delivery,10.27,2.91,Headphones
Flipkart Clearance Sale in 2022! 543,2022-01-13 10:00:42,Clearance Sale,2022,9229788.96,Home,18.8,14652,7743,2,Twitter,7032000,4.85,79,2.19,918631,Wallet,4.59,2.91,Perfume
Flipkart Summer Sale in 2024! 544,2024-11-09 22:51:57,Summer Sale,2024,7115224.63,Sports,28.39,47863,5419,4,Flipkart App,4008000,4.27,45.8,1.74,933027,Credit Card,13.47,4.94,Toys
Flipkart No Cost EMI Sale in 2022! 545,2022-02-12 19:25:40,No Cost EMI Sale,2022,2774984.53,Sports,9.13,22818,2876,1,Twitter,1786000,1.23,27.18,2.92,594013,Debit Card,13.42,3.73,Books
Flipkart Deal of the Day in 2022! 546,2022-10-29 23:47:56,Deal of the Day,2022,3378600.82,Groceries,50.31,48370,8629,3,Flipkart App,8048000,0.52,44,3.58,49673,Credit Card,5.38,4.3,Headphones
Flipkart Flash Sale in 2023! 547,2023-12-25 11:10:45,Flash Sale,2023,5563107.84,Groceries,36.72,8681,8102,1,Facebook,2387000,1.45,31.24,2.58,323620,Cash on Delivery,2.84,3.75,Perfume
Flipkart Clearance Sale in 2025! 548,2025-06-14 0:50:48,Clearance Sale,2025,6070124.06,Home,41.03,30376,113,1,Facebook,5029000,0.65,51.14,2.22,12993,UPI,8.27,3.55,Laptop
Flipkart Monsoon Sale in 2022! 549,2022-05-03 19:59:42,Monsoon Sale,2022,6362657.13,Home,53.54,7845,8086,7,Twitter,2962000,1.95,36.44,3.24,258614,UPI,10.66,2.93,Laptop
Flipkart Big Billion Days Sale in 2020! 550,2020-02-20 14:01:01,Big Billion Days Sale,2020,879631.54,Toys,46.79,7673,7074,2,Twitter,1643000,2.76,48.24,4.89,348590,Credit Card,7.36,3.25,Laptop
Flipkart Monsoon Sale in 2024! 551,2024-06-22 17:27:41,Monsoon Sale,2024,6276166.05,Home,18.18,10509,7430,4,Email,4147000,2.91,31.97,4.64,787677,Cash on Delivery,1.76,3.34,Smartphone
Flipkart Clearance Sale in 2021! 552,2021-08-08 3:54:53,Clearance Sale,2021,4120799.17,Books,20.43,9238,1472,4,Email,827000,0.33,57.71,0.84,507847,Cash on Delivery,1.59,3.63,Shoes
Flipkart Big Billion Days Sale in 2022! 553,2022-01-16 5:44:51,Big Billion Days Sale,2022,824293.36,Fashion,68.3,30367,3619,2,Twitter,6933000,2.19,62.53,0.81,886859,Cash on Delivery,1.64,4.03,Headphones
Flipkart GOAT Sale in 2022! 554,2022-08-06 8:04:02,GOAT Sale,2022,7398889.21,Sports,26.34,26403,6659,7,Email,7292000,2.97,25.16,4.59,22944,Debit Card,8.91,3.99,Headphones
Flipkart Monsoon Sale in 2025! 555,2025-10-14 17:43:01,Monsoon Sale,2025,8676579.48,Groceries,42.2,48365,7246,1,Twitter,1211000,4.52,50.46,3.13,939193,UPI,4.6,2.93,Washing Machine
Flipkart Flash Sale in 2020! 556,2020-08-20 23:59:40,Flash Sale,2020,9242255.07,Electronics,9.19,19949,3952,1,Facebook,2159000,1.21,11.63,2.04,900683,Debit Card,7.96,4.13,Washing Machine
Flipkart No Cost EMI Sale in 2021! 557,2021-03-02 12:05:14,No Cost EMI Sale,2021,3978770.77,Books,7.75,19694,4852,6,Flipkart App,1111000,2.82,42.08,4.04,926010,Wallet,5.44,4.2,Washing Machine
Flipkart Monsoon Sale in 2021! 558,2021-10-10 10:15:07,Monsoon Sale,2021,2300881.34,Beauty,17.92,46275,5756,7,Facebook,3011000,4.41,25.23,3.13,332807,Credit Card,14.86,3.35,Washing Machine
Flipkart Flash Sale in 2021! 559,2021-08-24 17:52:02,Flash Sale,2021,311183.61,Electronics,49.81,24987,1323,6,Instagram,6717000,4.56,76.13,1.95,479171,Debit Card,9.86,3.44,Headphones
Flipkart Monsoon Sale in 2021! 560,2021-06-16 16:26:12,Monsoon Sale,2021,4618639.75,Fashion,65.09,44769,3203,6,Twitter,6800000,3.87,53.63,2.54,362422,Cash on Delivery,14.03,3.91,Toys
Flipkart Festive Sale in 2021! 561,2021-03-28 7:55:36,Festive Sale,2021,8195376.11,Beauty,26.15,11958,3010,6,Facebook,1281000,2.46,20.04,2.66,772694,UPI,9.54,4.65,Laptop
Flipkart Big Billion Days Sale in 2020! 562,2020-06-22 6:27:52,Big Billion Days Sale,2020,8739511.15,Beauty,45.08,45809,5166,3,Email,9006000,3.97,29.38,2.72,805597,Cash on Delivery,10.24,2.6,Laptop
Flipkart Festive Sale in 2025! 563,2025-11-03 2:51:39,Festive Sale,2025,1574072.22,Beauty,65.43,16878,3203,6,Instagram,5275000,0.96,58.24,4.48,626352,Credit Card,11.31,3.35,Perfume
Flipkart Deal of the Day in 2022! 564,2022-04-27 4:04:02,Deal of the Day,2022,4450488.83,Beauty,63.4,35546,7389,2,Email,4604000,4.79,64.93,1.22,105024,Debit Card,11.33,4.82,Books
Flipkart GOAT Sale in 2020! 565,2020-05-13 0:27:53,GOAT Sale,2020,9057042.24,Home,32.02,26648,9703,1,Instagram,4089000,0.31,53.85,3.1,450720,Cash on Delivery,5.79,4.46,Shoes
Flipkart Festive Sale in 2020! 566,2020-08-23 1:51:41,Festive Sale,2020,3841049.55,Sports,64.61,46145,544,2,Flipkart App,8143000,3.69,67.46,2.03,950158,Cash on Delivery,10.36,3.91,Washing Machine
Flipkart Flash Sale in 2025! 567,2025-09-11 13:55:13,Flash Sale,2025,7711354.59,Home,60.08,40599,6686,7,Instagram,5488000,3.61,71.22,2.86,291750,Debit Card,2.18,3.28,Headphones
Flipkart Clearance Sale in 2021! 568,2021-02-16 4:13:45,Clearance Sale,2021,9581594.9,Electronics,27.84,17332,6684,7,Email,3226000,0.2,76.92,3.94,23579,Wallet,9.78,4.42,Headphones
Flipkart Clearance Sale in 2024! 569,2024-12-19 17:04:09,Clearance Sale,2024,700423.42,Home,42.15,6680,9696,5,Instagram,9347000,3.02,51.65,2.52,543979,Cash on Delivery,13.5,4.11,Books
Flipkart Monsoon Sale in 2020! 570,2020-07-28 6:03:56,Monsoon Sale,2020,9536212.26,Fashion,32.23,36456,2997,5,Email,6653000,3.07,26.76,3.36,833411,Wallet,5.85,4.52,Perfume
Flipkart Winter Sale in 2025! 571,2025-04-05 23:18:22,Winter Sale,2025,5573027.63,Toys,37.41,23631,6952,5,Twitter,7545000,3.54,49.93,3.4,994697,Debit Card,3.64,2.94,Shoes
Flipkart GOAT Sale in 2022! 572,2022-06-13 17:30:45,GOAT Sale,2022,5894434.68,Fashion,9.32,3773,3999,2,Email,9373000,0.89,54.33,3.63,586008,Wallet,8.88,4.18,Laptop
Flipkart Summer Sale in 2022! 573,2022-07-14 19:14:09,Summer Sale,2022,7046485.8,Groceries,61.07,41068,8908,7,Email,6760000,4.44,63.05,3.75,555655,UPI,13.58,3.94,Smartphone
Flipkart No Cost EMI Sale in 2025! 574,2025-08-25 10:57:58,No Cost EMI Sale,2025,5450739.26,Toys,26.01,46386,4876,4,Facebook,8329000,2.53,54.06,4.68,197492,Debit Card,9.89,2.62,Smartphone
Flipkart Big Billion Days Sale in 2024! 575,2024-05-01 15:31:04,Big Billion Days Sale,2024,705040.45,Electronics,34.78,31580,1036,6,Instagram,6347000,3.14,53.23,1.81,504476,Credit Card,12.86,2.79,Washing Machine
Flipkart Festive Sale in 2025! 576,2025-06-22 2:48:38,Festive Sale,2025,4793224.24,Home,41.68,49021,6336,5,Twitter,5335000,2.18,26.2,2.25,903564,Wallet,7.97,3.55,Smartphone
Flipkart Summer Sale in 2020! 577,2020-02-28 4:34:45,Summer Sale,2020,3404114.09,Electronics,41.11,7856,5727,2,Flipkart App,9848000,1.57,33.45,2.56,158111,Wallet,6.79,4.19,Perfume
Flipkart Monsoon Sale in 2021! 578,2021-04-23 23:36:48,Monsoon Sale,2021,6628693.55,Beauty,64.74,37260,4244,7,Flipkart App,3973000,0.34,30.31,4.81,469752,UPI,4.61,2.54,Toys
Flipkart Summer Sale in 2023! 579,2023-05-13 4:06:15,Summer Sale,2023,113342.56,Home,16.58,33725,8411,5,Instagram,5123000,3.37,74.13,3.79,506404,Wallet,12.36,3.97,Toys
Flipkart Monsoon Sale in 2023! 580,2023-07-08 12:49:00,Monsoon Sale,2023,9062157.92,Toys,58.93,10893,6442,2,Email,6014000,4.37,47.34,0.76,377565,Wallet,10.84,3.36,Shoes
Flipkart Flash Sale in 2024! 581,2024-12-29 20:35:46,Flash Sale,2024,1037237.12,Toys,67.37,17233,4847,2,Instagram,8288000,3.64,32.9,0.53,928805,Wallet,1.27,3.6,Perfume
Flipkart GOAT Sale in 2022! 582,2022-11-01 3:37:46,GOAT Sale,2022,1706748.05,Fashion,40.26,49842,9084,3,Flipkart App,587000,0.12,18.79,2.57,186391,Cash on Delivery,11.95,4.5,Shoes
Flipkart Festive Sale in 2023! 583,2023-07-28 8:45:27,Festive Sale,2023,1749310.2,Beauty,26.95,9786,3291,1,Flipkart App,6890000,3.69,66.46,4.02,27240,UPI,8.6,2.78,Books
Flipkart Monsoon Sale in 2023! 584,2023-10-01 16:24:20,Monsoon Sale,2023,5232065.03,Toys,40.33,9577,5312,6,Facebook,3990000,4,75.94,3.43,648879,Cash on Delivery,13.58,4.55,Books
Flipkart Flash Sale in 2021! 585,2021-01-03 8:39:20,Flash Sale,2021,311685.81,Books,47.63,30242,9925,6,Email,6899000,4.14,69.98,0.5,931762,Credit Card,5.68,3.31,Perfume
Flipkart Clearance Sale in 2025! 586,2025-11-16 13:51:53,Clearance Sale,2025,3100061.54,Fashion,53.83,25861,1612,1,Twitter,1889000,3.37,49.4,1.16,273826,Cash on Delivery,9.64,4.9,Smartphone
Flipkart Summer Sale in 2022! 587,2022-05-09 11:24:12,Summer Sale,2022,4691312.13,Books,66.9,39069,4147,4,Twitter,1740000,4.32,75.18,2.13,92941,UPI,9.32,4.24,Perfume
Flipkart No Cost EMI Sale in 2024! 588,2024-01-22 14:34:34,No Cost EMI Sale,2024,8192135.34,Books,32.81,46501,8816,1,Instagram,4908000,3.11,25.83,0.51,673743,UPI,9.12,4.36,Books
Flipkart No Cost EMI Sale in 2024! 589,2024-06-02 18:06:16,No Cost EMI Sale,2024,9377192.05,Toys,8.79,23642,3750,7,Facebook,7739000,1.87,48.26,3.22,536586,Credit Card,12.45,4.68,Headphones
Flipkart Festive Sale in 2024! 590,2024-09-28 14:01:54,Festive Sale,2024,9975638.69,Toys,5.03,10466,2308,2,Twitter,6714000,0.3,69.99,4.22,722394,UPI,10.44,2.9,Laptop
Flipkart Big Billion Days Sale in 2021! 591,2021-09-23 11:44:13,Big Billion Days Sale,2021,7473767.21,Sports,50.65,23656,4038,4,Facebook,4590000,1.94,44.17,4.05,858975,Credit Card,10.61,2.63,Toys
Flipkart Flash Sale in 2025! 592,2025-09-23 9:16:48,Flash Sale,2025,5881781.84,Books,18.87,5305,8954,6,Flipkart App,9457000,1.45,48.26,0.88,925258,UPI,8.77,4.93,Laptop
Flipkart Flash Sale in 2021! 593,2021-09-19 0:51:33,Flash Sale,2021,8043141.53,Groceries,68.6,48946,3992,7,Instagram,769000,4.74,45.35,1.35,289896,Wallet,3.73,3.45,Headphones
Flipkart Clearance Sale in 2021! 594,2021-03-04 3:16:36,Clearance Sale,2021,8446099.24,Sports,33.79,13144,7810,5,Twitter,3532000,4.41,27.52,1.89,432998,UPI,12.42,3.47,Books
Flipkart Summer Sale in 2023! 595,2023-06-21 9:15:39,Summer Sale,2023,4462866.75,Books,20.35,15219,1348,5,Email,758000,2.86,28.07,0.61,806333,Credit Card,12.82,4.89,Smartphone
Flipkart GOAT Sale in 2022! 596,2022-01-18 1:14:17,GOAT Sale,2022,3827765.49,Toys,64.51,43040,7462,1,Email,5859000,0.5,73.67,2.93,116083,UPI,13.41,4.88,Laptop
Flipkart No Cost EMI Sale in 2021! 597,2021-05-21 17:04:32,No Cost EMI Sale,2021,7281629.95,Beauty,41.58,1120,3518,2,Facebook,4769000,0.75,65.33,1.87,727949,Credit Card,3.63,4.74,Headphones
Flipkart Big Billion Days Sale in 2024! 598,2024-08-22 17:07:47,Big Billion Days Sale,2024,3465861.36,Books,7.67,2152,2015,1,Flipkart App,3465000,0.56,38.13,3.79,155920,Credit Card,9.8,4.07,Shoes
Flipkart Flash Sale in 2023! 599,2023-09-12 20:58:23,Flash Sale,2023,2129804.03,Fashion,24.28,13783,5768,1,Twitter,3237000,2.98,79.46,1.84,706813,Credit Card,11.16,2.79,Smartphone
Flipkart Festive Sale in 2025! 600,2025-02-28 22:37:51,Festive Sale,2025,7732565.31,Sports,21.36,45798,4742,5,Email,6673000,0.56,35.78,4.56,176852,Debit Card,14.38,3.23,Smartphone
Flipkart Summer Sale in 2022! 601,2022-03-19 7:13:40,Summer Sale,2022,3385816.86,Groceries,17.56,38817,6287,4,Email,4991000,3.29,39.49,3.29,927325,Cash on Delivery,8.16,4.06,Shoes
Flipkart Winter Sale in 2025! 602,2025-04-12 16:12:47,Winter Sale,2025,9010725.54,Toys,19.55,25042,6400,1,Facebook,1025000,2.88,34.92,3.2,697511,UPI,12.36,3.05,Washing Machine
Flipkart Deal of the Day in 2022! 603,2022-01-24 14:42:18,Deal of the Day,2022,5462681.3,Groceries,64.08,39545,424,7,Email,4055000,1.34,76.63,4,964438,Wallet,13.13,3.77,Washing Machine
Flipkart Clearance Sale in 2021! 604,2021-05-29 10:24:01,Clearance Sale,2021,9974922.79,Electronics,58.12,33687,9274,3,Twitter,7454000,1.72,46.33,4.99,824207,Credit Card,14.1,2.76,Toys
Flipkart Big Billion Days Sale in 2023! 605,2023-06-01 2:40:23,Big Billion Days Sale,2023,8219867.05,Books,52.83,26436,2460,5,Instagram,2063000,1.23,32.66,1.73,757626,Cash on Delivery,9.05,2.65,Washing Machine
Flipkart Festive Sale in 2021! 606,2021-12-30 22:28:06,Festive Sale,2021,1892780.67,Electronics,21.08,18835,9144,3,Email,8178000,0.81,47.21,4.94,958002,Cash on Delivery,10.07,3.04,Toys
Flipkart Clearance Sale in 2020! 607,2020-11-02 23:26:58,Clearance Sale,2020,3645187.15,Books,8.31,22715,8483,4,Email,7108000,3.14,38.55,4.51,515518,UPI,11.86,2.55,Toys
Flipkart Festive Sale in 2021! 608,2021-01-16 10:13:31,Festive Sale,2021,1324044.08,Groceries,39.1,29023,8160,7,Facebook,9141000,0.62,47.7,0.62,381863,UPI,7.14,3.1,Smartphone
Flipkart No Cost EMI Sale in 2024! 609,2024-09-27 15:41:45,No Cost EMI Sale,2024,6191869.98,Books,13.35,21603,700,5,Email,6294000,1.15,54.73,1.49,409818,UPI,11.95,4.92,Toys
Flipkart Summer Sale in 2022! 610,2022-08-18 8:27:54,Summer Sale,2022,8860293.7,Beauty,22.3,14504,4582,3,Instagram,9369000,4.05,22.42,2.09,48845,Debit Card,3.19,2.85,Shoes
Flipkart No Cost EMI Sale in 2022! 611,2022-03-30 4:54:38,No Cost EMI Sale,2022,6446220.28,Fashion,34.92,15681,7252,3,Email,3193000,1.64,25.27,4.77,799841,Debit Card,1.05,4.19,Headphones
Flipkart Festive Sale in 2023! 612,2023-12-26 19:14:53,Festive Sale,2023,4796341.49,Electronics,17.09,42632,4009,6,Flipkart App,8968000,3.67,12.76,1.82,930871,Wallet,1.86,3.83,Toys
Flipkart Monsoon Sale in 2025! 613,2025-04-29 6:44:09,Monsoon Sale,2025,9308194.12,Toys,26.63,40335,6015,6,Instagram,6528000,1.18,13.43,2.24,70357,Cash on Delivery,12.92,4.46,Washing Machine
Flipkart Big Billion Days Sale in 2022! 614,2022-02-20 10:00:48,Big Billion Days Sale,2022,1898203.98,Toys,60.05,46865,8523,6,Flipkart App,657000,0.38,14,4.62,64756,Wallet,14.19,4.35,Smartphone
Flipkart GOAT Sale in 2025! 615,2025-12-13 7:25:39,GOAT Sale,2025,3607846.84,Books,43.38,8742,3050,2,Facebook,4720000,0.38,64.35,4.56,502819,Cash on Delivery,5.95,4.56,Shoes
Flipkart Winter Sale in 2020! 616,2020-02-11 18:01:33,Winter Sale,2020,1379947.25,Groceries,50.26,21374,6019,4,Flipkart App,9328000,0.91,29.94,1.11,713642,UPI,3.15,2.81,Shoes
Flipkart Clearance Sale in 2021! 617,2021-10-21 4:57:29,Clearance Sale,2021,2310001.98,Sports,34.27,11247,7117,7,Facebook,7149000,3.67,30.89,2.89,110353,Debit Card,6.07,3.36,Shoes
Flipkart Flash Sale in 2024! 618,2024-05-20 3:44:27,Flash Sale,2024,8348190.19,Electronics,11.8,20325,9112,7,Flipkart App,6823000,4.18,15.21,0.85,408205,Cash on Delivery,12.52,4.34,Toys
Flipkart Big Billion Days Sale in 2025! 619,2025-11-04 13:52:59,Big Billion Days Sale,2025,5896363.85,Groceries,17.02,3397,889,6,Facebook,9538000,0.14,24.42,2.66,423413,Wallet,5.23,4.72,Perfume
Flipkart Festive Sale in 2023! 620,2023-01-09 18:30:43,Festive Sale,2023,2147249.43,Toys,63,44986,5669,4,Instagram,7476000,4.86,26.21,3.63,63779,Debit Card,13.86,2.57,Shoes
Flipkart Big Billion Days Sale in 2022! 621,2022-09-02 17:23:01,Big Billion Days Sale,2022,9327862.4,Groceries,47.39,47774,6808,2,Twitter,8373000,2.57,18.52,3.72,375480,Cash on Delivery,11.99,2.6,Smartphone
Flipkart GOAT Sale in 2022! 622,2022-07-01 4:14:47,GOAT Sale,2022,5016187.79,Fashion,63.08,46104,7537,7,Flipkart App,1031000,0.47,49.15,0.92,709649,UPI,2.84,3.85,Shoes
Flipkart Big Billion Days Sale in 2021! 623,2021-08-23 21:38:31,Big Billion Days Sale,2021,3667467.63,Beauty,59.92,34306,884,1,Facebook,2687000,3.48,63.31,0.67,575155,UPI,4.19,3.79,Headphones
Flipkart Flash Sale in 2023! 624,2023-10-29 17:37:23,Flash Sale,2023,1579157.15,Fashion,39.94,25588,1227,1,Email,4212000,4.67,21.18,1.74,407704,Cash on Delivery,7.75,2.54,Perfume
